name,city,state,location,size_category,type,college_years,college_public_private,acceptance_rate,sat_25th_percentile,sat_50th_percentile,sat_75th_percentile,act_25th_percentile,act_50th_percentile,act_75th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,num_majors,college_board_code,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,gpa_optional,application_deadline_fall,application_fee,average_financial_aid,avg_after_aid,avg_after_aid_costs,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,url,ipeds_id,rating
Multnomah Bible College,,,,Small,Private,,,0.5,,1150,,,24,,,20000,12000,0.7,0.75,700,,,,,,,Urban,true,false,2024-01-15,,20000,20000,20000,0.8,,,,,,,50
Murray State University,,,,Medium,Public,,,0.6,,1100,,,24,,,22000,12000,0.55,0.75,10000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,49
Muskingum College,,,,Small,Private,,,0.5,,1150,,,24,,,32000,12000,0.65,0.75,1200,,,,,,,Rural,true,false,2024-01-15,,15000,15000,32000,0.75,,,,,,,50
NAES College,,,,Medium,Public,,,0.6,,1200,,,25,,,25000,12000,0.65,0.75,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.65,,,,,,,51
National American University,,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.6,0.7,1500,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,43
"National American University, Albuquerque",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,42
"National American University, Colorado Springs",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,42
"National American University, Denver",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,2000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,43
"National American University, Kansas City",,,,Small,Private For-Profit,,,0.7,,1050,,,21,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,39
"National American University, Roseville",,,,Small,Private For-Profit,,,0.7,,1050,,,21,,,15000,12000,0.6,0.7,1000,,,,,,,Suburban,true,false,Rolling,,8000,8000,15000,0.7,,,,,,,40
"National American University, Sioux Falls",,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.7,1000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,43
National College of Chiropractic,,,,Small,Private,,,0.6,,1150,,,24,,,20000,12000,0.7,0.8,1000,,,,,,,Suburban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,48
National College of Naturopathic Medicine,,,,Small,Private,,,0.6,,1200,,,25,,,20000,12000,0.7,0.8,500,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,48
National Defense University,,,,Small,Public,,,0.5,,1300,,,28,,,30000,12000,0.7,0.85,3000,,,,,,,Urban,true,false,Rolling,,10000,10000,30000,0.6,,,,,,,56
National Hispanic University,,,,Small,Private,,,0.7,,1000,,,20,,,15000,12000,0.6,0.75,1000,,,,,,,Urban,true,false,Rolling,,20000,20000,15000,0.8,,,,,,,40
National Technological University,,,,Medium,Public,,,0.65,,1250,,,26,,,36000,12000,0.6,0.75,15000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,36000,0.65,,,,,,,50
National Theatre Conservatory,,,,Small,Private,,,0.5,,1200,,,25,,,20000,12000,0.7,0.8,3000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,54
National University,,,,Medium,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.6,0.75,8000,,,,,,,Urban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,47
National-Louis University,,,,Medium,Private,,,0.5,,1100,,,24,,,20000,12000,0.6,0.75,6000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,52
Naval Postgraduate School,,,,Small,Public,,,0.3,,1300,,,28,,,30000,12000,0.85,0.9,1000,,,,,,,Suburban,true,false,Rolling,,10000,10000,30000,0.6,,,,,,,63
Nazarene Bible College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.7,0.75,600,,,,,,,Suburban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,48
Nazareth College,,,,Small,Private,,,0.5,,1200,,,25,,,40000,13000,0.7,0.8,2500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,53
Nebraska Christian College,,,,Small,Private,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,300,,,,,,,Suburban,true,false,Rolling,,20000,20000,20000,0.8,,,,,,,42
Nebraska Methodist College of Nursing and Allied Health,,,,Small,Private,,,0.6,,1150,,,24,,,25000,12000,0.7,0.8,1000,,,,,,,Urban,true,false,Rolling,,15000,15000,25000,0.7,,,,,,,48
Nebraska Wesleyan University,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.7,0.8,1500,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,52
Neumann College,,,,Small,Private,,,0.5,,1100,,,25,,,30000,12000,0.65,0.75,1200,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,51
New College of California,,,,Small,Private,,,0.6,,1150,,,24,,,25000,12000,0.65,0.75,500,,,,,,,Urban,true,false,2024-01-15,,20000,20000,25000,0.75,,,,,,,46
New College of Florida,,,,Small,Public,,,0.4,,1300,,,28,,,18000,12000,0.6,0.8,800,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,18000,0.65,,,,,,,55
New England College,,,,Small,Private,,,0.6,,1100,,,25,,,35000,13000,0.65,0.75,1500,,,,,,,Rural,true,false,2024-01-15,,20000,20000,35000,0.75,,,,,,,48
New England College of Optometry,,,,Small,Private,,,0.4,,1300,,,28,,,45000,12000,0.85,0.9,500,,,,,,,Urban,true,false,2024-01-15,,20000,20000,45000,0.75,,,,,,,60
New England Conservatory of Music,,,,Small,Private,,,0.2,,1350,,,30,,,50000,15000,0.85,0.9,700,,,,,,,Urban,true,false,2024-01-15,,20000,20000,50000,0.8,,,,,,,67
New England Institute of Technology,,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,3000,,,,,,,Suburban,true,false,Rolling,,10000,10000,20000,0.6,,,,,,,45
New England School of Art and Design,,,,Small,Private,,,0.5,,1200,,,25,,,40000,14000,0.7,0.8,1000,,,,,,,Urban,true,false,2024-01-01,,20000,20000,40000,0.75,,,,,,,52
New England School of Communications,,,,Small,Private For-Profit,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,500,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,46
New England School of Law,,,,Small,Private,,,0.4,,1400,,,32,,,50000,15000,0.75,0.85,1000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,50000,0.8,,,,,,,61
New Hampshire College,,,,Small,Private,,,0.5,,1200,,,25,,,32000,12000,0.7,0.8,4000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.75,,,,,,,54
New Jersey City University,,,,Medium,Public,,,0.6,,1100,,,25,,,25000,12000,0.55,0.75,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.65,,,,,,,49
New Jersey Institute of Technology,,,,Medium,Public,,,0.55,,1300,,,28,,,35000,14000,0.65,0.85,12000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,35000,0.65,,,,,,,56
New Mexico Highlands University,,,,Small,Public,,,0.7,,1050,,,21,,,16000,12000,0.5,0.7,3000,,,,,,,Rural,true,false,2024-08-01,,8000,8000,16000,0.6,,,,,,,41
New Mexico Institute of Mining and Technology,,,,Small,Public,,,0.6,,1250,,,26,,,20000,12000,0.6,0.8,2000,,,,,,,Rural,false,false,2024-01-15,,7000,7000,20000,0.6,,,,,,,49
New Mexico State University,,,,Medium,Public,,,0.65,,1100,,,24,,,20000,12000,0.55,0.75,15000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,20000,0.65,,,,,,,48
"New York Academy of Art, Graduate School of Figurative Art",,,,Small,Private,,,0.5,,1300,,,28,,,50000,15000,0.85,0.8,300,,,,,,,Urban,true,false,2024-01-15,,20000,20000,50000,0.7,,,,,,,55
New York Chiropractic College,,,,Small,Private,,,0.5,,1150,,,24,,,20000,12000,0.7,0.8,1000,,,,,,,Rural,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,51
New York College of Podiatric Medicine,,,,Small,Private,,,0.5,,1200,,,25,,,40000,15000,0.85,0.8,800,,,,,,,Urban,false,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,54
New York Film Academy,,,,Small,Private For-Profit,,,0.5,,1150,,,24,,,30000,15000,0.6,0.75,1500,,,,,,,Urban,true,false,Rolling,,15000,15000,30000,0.7,,,,,,,49
New York Institute of Technology,,,,Medium,Private,,,0.5,,1200,,,25,,,35000,15000,0.65,0.75,8000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,35000,0.7,,,,,,,54
New York Law School,,,,Small,Private,,,0.4,,1500,,,34,,,60000,15000,0.85,0.9,1000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,60000,0.75,,,,,,,64
New York Medical College,,,,Small,Private,,,0.3,,1300,,,28,,,50000,15000,0.85,0.9,2000,,,,,,,Suburban,false,false,2024-01-15,,20000,20000,50000,0.7,,,,,,,64
New York School of Interior Design,,,,Small,Private,,,0.5,,1200,,,25,,,40000,15000,0.75,0.85,800,,,,,,,Urban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,53
New York University,,,,Large,Private,,,0.16,,1400,,,32,,,60000,15000,0.85,0.95,50000,,,,,,,Urban,true,false,2024-01-01,,20000,20000,60000,0.75,,,,,,,78
Newberry College,,,,Small,Private,,,0.5,,1100,,,24,,,25000,12000,0.6,0.7,800,,,,,,,Rural,true,false,2024-01-15,,15000,15000,25000,0.7,,,,,,,48
Newman University,,,,Small,Private,,,0.5,,1100,,,24,,,28000,12000,0.6,0.75,1500,,,,,,,Urban,true,false,2024-01-15,,15000,15000,28000,0.7,,,,,,,49
Newschool of Architecture and Design,,,,Small,Private,,,0.5,,1200,,,25,,,30000,15000,0.6,0.75,1000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,50
Niagara University,,,,Small,Private,,,0.5,,1150,,,24,,,35000,13000,0.7,0.8,3500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,53
Nicholls State University,,,,Medium,Public,,,0.7,,1100,,,24,,,21000,12000,0.5,0.75,6500,,,,,,,Suburban,true,false,2024-08-01,,8000,8000,21000,0.6,,,,,,,45
Nichols College,,,,Small,Private,,,0.5,,1150,,,24,,,38000,14000,0.65,0.75,1000,,,,,,,Rural,true,false,2024-01-15,,20000,20000,38000,0.7,,,,,,,50
Norfolk State University,,,,Medium,Public,,,0.6,,1000,,,20,,,20000,12000,0.5,0.7,6000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,44
North Carolina Agricultural and Technical State University,,,,Medium,Public,,,0.55,,1150,,,25,,,25000,12000,0.6,0.8,13000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.65,,,,,,,53
North Carolina Central University,,,,Medium,Public,,,0.5,,1100,,,24,,,18000,12000,0.5,0.7,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,50
North Carolina School of the Arts,,,,Small,Public,,,0.35,,1250,,,27,,,24000,12000,0.7,0.85,1000,,,,,,,Urban,true,false,2024-01-15,,10000,10000,24000,0.7,,,,,,,58
North Carolina State University,,,,Large,Public,,,0.45,,1300,,,28,,,29000,12000,0.76,0.92,36000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,29000,0.56,,,,,,,60
North Carolina Wesleyan College,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,1500,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,47
North Central Bible College,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.7,0.8,1000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,52
North Central College,,,,Small,Private,,,0.5,,1200,,,25,,,35000,13000,0.7,0.8,3000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,35000,0.75,,,,,,,54
North Dakota State University,,,,Medium,Public,,,0.7,,1150,,,24,,,21000,12000,0.68,0.8,13000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,21000,0.6,,,,,,,48
North Georgia College,,,,Medium,Public,,,0.5,,1150,,,24,,,22000,12000,0.6,0.75,6000,,,,,,,Rural,true,false,2024-01-01,,8000,8000,22000,0.6,,,,,,,52
North Greenville College,,,,Small,Private,,,0.6,,1150,,,24,,,20000,12000,0.6,0.7,800,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,45
North Park University,,,,Small,Private,,,0.5,,1150,,,24,,,35000,13000,0.65,0.75,3000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,35000,0.7,,,,,,,52
Northcentral University,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,20000,12000,0.6,0.7,3000,,,,,,,Urban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,45
Northeastern Illinois University,,,,Medium,Public,,,0.6,,1100,,,25,,,25000,12000,0.5,0.7,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,48
Northeastern Ohio University College of Medicine,,,,Small,Public,,,0.4,,1300,,,28,,,45000,12000,0.6,0.85,1000,,,,,,,Rural,false,false,2024-01-01,,10000,10000,45000,0.6,,,,,,,56
Northeastern State University,,,,Medium,Public,,,0.6,,1100,,,25,,,20000,12000,0.5,0.7,7000,,,,,,,Rural,true,false,2024-08-01,,7000,7000,20000,0.6,,,,,,,48
Northeastern University,,,,Large,Private,,,0.18,,1480,,,34,,,57000,15000,0.89,0.95,23000,,,,,,,Urban,true,false,2024-01-01,,26000,26000,57000,0.7,,,,,,,80
Northern Arizona University,,,,Large,Public,,,0.7,,1150,,,24,,,30000,13000,0.6,0.75,30000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,30000,0.65,,,,,,,46
Northern Illinois University,,,,Medium,Public,,,0.6,,1150,,,24,,,26000,12000,0.6,0.75,15000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,26000,0.65,,,,,,,50
Northern Kentucky University,,,,Medium,Public,,,0.6,,1120,,,24,,,20000,12000,0.54,0.76,15000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,20000,0.65,,,,,,,49
Northern Michigan University,,,,Medium,Public,,,0.65,,1100,,,24,,,24000,12000,0.6,0.75,7000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,48
Northern State University,,,,Small,Public,,,0.6,,1100,,,24,,,16000,12000,0.6,0.7,3000,,,,,,,Rural,true,false,2024-08-01,,8000,8000,16000,0.65,,,,,,,47
Northern Virginia Community College,,,,Large,Public,,,0.7,,1100,,,25,,,12000,12000,0.5,0.7,20000,,,,,,,Suburban,true,false,Rolling,,8000,8000,12000,0.6,,,,,,,45
Northface University,,,,Large,Public,,,0.5,,1250,,,27,,,30000,12000,0.65,0.75,20000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,55
Northland College,,,,Small,Private,,,0.5,,1150,,,24,,,38000,12000,0.6,0.7,600,,,,,,,Rural,true,false,2024-01-15,,15000,15000,38000,0.7,,,,,,,48
Northwest Christian College,,,,Small,Private,,,0.5,,1150,,,24,,,30000,12000,0.65,0.75,800,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,49
Northwest College of Art,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.6,0.7,300,,,,,,,Suburban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,48
Northwest Missouri State University,,,,Medium,Public,,,0.6,,1100,,,24,,,16000,12000,0.6,0.7,6000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,16000,0.6,,,,,,,49
Northwest Nazarene University,,,,Small,Private,,,0.55,,1150,,,25,,,32000,12000,0.65,0.75,2000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,32000,0.75,,,,,,,50
Northwest University,,,,Small,Private,,,0.5,,1200,,,25,,,32000,12000,0.7,0.8,800,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.7,,,,,,,51
Northwestern College Iowa,,,,Small,Private,,,0.5,,1150,,,24,,,30000,12000,0.7,0.8,1000,,,,,,,Rural,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,51
Northwestern College of Chiropractic,,,,Small,Private,,,0.6,,1200,,,25,,,20000,12000,0.7,0.8,800,,,,,,,Suburban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,48
Northwestern College St. Paul,,,,Small,Private,,,0.5,,1100,,,25,,,25000,12000,0.7,0.75,1500,,,,,,,Urban,true,false,2024-01-01,,20000,20000,25000,0.8,,,,,,,52
Northwestern Oklahoma State University,,,,Small,Public,,,0.7,,1100,,,24,,,15000,12000,0.5,0.7,2500,,,,,,,Rural,true,false,2024-08-01,,8000,8000,15000,0.6,,,,,,,42
Northwestern State University of Louisiana,,,,Medium,Public,,,0.6,,1100,,,25,,,18000,12000,0.5,0.7,10000,,,,,,,Rural,true,false,2024-01-15,,7000,7000,18000,0.6,,,,,,,48
Northwestern University,,,,Large,Private,,,0.2,,1480,,,34,,,60000,15000,0.93,0.97,21000,,,,,,,Suburban,true,false,2024-01-01,,30000,30000,60000,0.7,,,,,,,76
Northwood University,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.6,0.7,3000,,,,,,,Suburban,true,false,Rolling,,10000,10000,20000,0.7,,,,,,,51
"Northwood University, Florida Campus",,,,Small,Private For-Profit,,,0.6,,1100,,,25,,,21000,12000,0.5,0.7,800,,,,,,,Suburban,true,false,Rolling,,10000,10000,21000,0.7,,,,,,,44
"Northwood University, Texas Campus",,,,Small,Private For-Profit,,,0.6,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,Rolling,,10000,10000,15000,0.6,,,,,,,45
Norwich University,,,,Small,Private,,,0.6,,1150,,,24,,,45000,13000,0.65,0.75,3000,,,,,,,Rural,true,false,2024-01-15,,12000,12000,45000,0.7,,,,,,,49
Notre Dame College,,,,Small,Private,,,0.5,,1100,,,24,,,30000,12000,0.6,0.75,1200,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,49
Notre Dame College of Ohio,,,,Small,Private,,,0.5,,1100,,,24,,,30000,12000,0.65,0.75,1200,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,50
Notre Dame de Namur University,,,,Small,Private,,,0.5,,1150,,,24,,,40000,15000,0.65,0.75,1200,,,,,,,Suburban,true,false,2023-01-15,,20000,20000,40000,0.8,,,,,,,50
Nova Southeastern University,,,,Large,Private,,,0.4,,1200,,,25,,,32000,13000,0.6,0.8,20000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,57
Nyack College,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.6,0.7,1200,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,20000,0.8,,,,,,,49
O'More College of Design,,,,Small,Private,,,0.5,,1150,,,24,,,20000,12000,0.7,0.8,300,,,,,,,Suburban,true,false,Rolling,,20000,20000,20000,0.7,,,,,,,50
Oakland City University,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.7,1000,,,,,,,Rural,true,false,Rolling,,10000,10000,20000,0.7,,,,,,,46
Oakland University,,,,Medium,Public,,,0.6,,1200,,,25,,,30000,12000,0.6,0.8,15000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,51
Oakton Community College,,,,Medium,Public,,,0.7,,1100,,,25,,,14000,12000,0.5,0.7,8000,,,,,,,Suburban,true,false,2024-08-01,,7000,7000,14000,0.6,,,,,,,45
Oakwood College,,,,Small,Private,,,0.6,,1100,,,25,,,15000,12000,0.6,0.7,1500,,,,,,,Suburban,true,false,2024-01-01,,15000,15000,15000,0.7,,,,,,,47
Oberlin College,,,,Small,Private,,,0.25,,1350,,,30,,,60000,15000,0.88,0.92,2900,,,,,,,Suburban,true,false,2024-01-15,,25000,25000,60000,0.75,,,,,,,69
Occidental College,,,,Small,Private,,,0.36,,1350,,,30,,,57000,15000,0.83,0.88,2100,,,,,,,Urban,true,false,2024-01-15,,25000,25000,57000,0.75,,,,,,,63
Oglala Lakota College,,,,Small,Public,,,0.7,,1000,,,20,,,12000,12000,0.5,0.7,1000,,,,,,,Rural,true,false,Rolling,,8000,8000,12000,0.6,,,,,,,38
Oglethorpe University,,,,Small,Private,,,0.5,,1200,,,25,,,40000,12000,0.7,0.8,1200,,,,,,,Urban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,52
Ohio College of Podiatric Medicine,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.7,0.8,400,,,,,,,Suburban,true,false,Rolling,,20000,20000,30000,0.7,,,,,,,51
Ohio Dominican College,,,,Small,Private,,,0.5,,1100,,,25,,,32000,12000,0.6,0.75,1200,,,,,,,Urban,true,false,2024-01-15,,20000,20000,32000,0.7,,,,,,,50
Ohio Northern University,,,,Small,Private,,,0.6,,1150,,,24,,,32000,12000,0.65,0.75,3000,,,,,,,Rural,true,false,2024-01-15,,10000,10000,32000,0.7,,,,,,,49
Ohio State University,,,,Large,Public,,,0.48,,1360,,,30,,,35000,13000,0.83,0.93,61000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,35000,0.65,,,,,,,62
Ohio State University - Lima,,,,Small,Public,,,0.6,,1100,,,25,,,25000,12000,0.6,0.7,1500,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,47
Ohio State University - Mansfield,,,,Small,Public,,,0.6,,1100,,,25,,,25000,12000,0.6,0.75,1500,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,25000,0.6,,,,,,,47
Ohio State University - Marion,,,,Small,Public,,,0.6,,1100,,,25,,,25000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,25000,0.6,,,,,,,45
Ohio State University - Newark,,,,Small,Public,,,0.6,,1150,,,24,,,25000,12000,0.6,0.75,1500,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,25000,0.6,,,,,,,46
Ohio University,,,,Large,Public,,,0.75,,1150,,,24,,,30000,13000,0.65,0.78,20000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,46
Ohio University - Chillicothe,,,,Small,Public,,,0.6,,1100,,,25,,,18000,12000,0.5,0.7,1500,,,,,,,Rural,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,45
Ohio University - Eastern,,,,Small,Public,,,0.7,,1100,,,23,,,25000,12000,0.5,0.7,1500,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,41
Ohio University - Lancaster,,,,Small,Public,,,0.6,,1100,,,25,,,25000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,45
Ohio University - Southern,,,,Small,Public,,,0.7,,1100,,,24,,,25000,12000,0.55,0.75,1200,,,,,,,Rural,true,false,Rolling,,8000,8000,25000,0.6,,,,,,,42
Ohio University - Zanesville,,,,Small,Public,,,0.6,,1100,,,25,,,20000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,45
Ohio Valley College,,,,Small,Private,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,800,,,,,,,Rural,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,43
Ohio Wesleyan University,,,,Small,Private,,,0.5,,1200,,,25,,,50000,13000,0.7,0.8,1500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,50000,0.75,,,,,,,52
Oklahoma Baptist University,,,,Small,Private,,,0.5,,1150,,,24,,,25000,12000,0.6,0.75,2000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,25000,0.7,,,,,,,50
Oklahoma Christian University,,,,Small,Private,,,0.5,,1200,,,25,,,25000,12000,0.65,0.75,2000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,25000,0.7,,,,,,,51
Oklahoma City University,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.65,0.75,3000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,30000,0.7,,,,,,,52
Oklahoma Panhandle State University,,,,Small,Public,,,0.7,,1050,,,21,,,20000,12000,0.5,0.7,1500,,,,,,,Rural,true,false,2024-07-01,,8000,8000,20000,0.6,,,,,,,39
Oklahoma State University,,,,Large,Public,,,0.7,,1200,,,25,,,26000,12000,0.67,0.8,24000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,26000,0.6,,,,,,,49
Oklahoma State University - Institute of Technology,,,,Small,Public,,,0.7,,1100,,,25,,,18000,12000,0.5,0.7,1500,,,,,,,Rural,true,false,2024-08-01,,7000,7000,18000,0.6,,,,,,,42
Oklahoma State University - Oklahoma City,,,,Medium,Public,,,0.6,,1100,,,25,,,15000,12000,0.5,0.7,5000,,,,,,,Urban,true,false,2024-08-01,,8000,8000,15000,0.6,,,,,,,48
Oklahoma State University - Tulsa,,,,Medium,Public,,,0.6,,1200,,,25,,,22000,12000,0.6,0.75,5000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,50
Oklahoma State University Center for Health Sciences,,,,Small,Public,,,0.6,,1200,,,25,,,25000,12000,0.6,0.8,3000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,49
Old Dominion University,,,,Large,Public,,,0.65,,1150,,,24,,,30000,13000,0.6,0.75,24000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,48
Olive-Harvey College,,,,Medium,Public,,,0.7,,1000,,,20,,,24000,12000,0.5,0.7,5000,,,,,,,Urban,true,false,Rolling,,7000,7000,24000,0.6,,,,,,,41
Olivet College,,,,Small,Private,,,0.6,,1100,,,25,,,32000,12000,0.6,0.7,1000,,,,,,,Rural,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,46
Olivet Nazarene University,,,,Small,Private,,,0.5,,1150,,,24,,,32000,12000,0.6,0.75,4500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.8,,,,,,,51
Oral Roberts University,,,,Small,Private,,,0.5,,1150,,,24,,,30000,12000,0.6,0.7,4000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.8,,,,,,,50
Oregon College of Arts and Crafts,,,,Small,Private,,,0.5,,1200,,,25,,,30000,12000,0.7,0.75,300,,,,,,,Urban,true,false,2024-01-15,,20000,20000,30000,0.7,,,,,,,50
Oregon Graduate Institute of Science and Technology,,,,Small,Public,,,0.5,,1250,,,27,,,36000,12000,0.7,0.8,2000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,36000,0.6,,,,,,,54
Oregon Health Sciences University,,,,Medium,Public,,,0.4,,1300,,,28,,,36000,14000,0.7,0.85,15000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,36000,0.6,,,,,,,61
Oregon Institute of Technology,,,,Medium,Public,,,0.65,,1150,,,24,,,25000,12000,0.6,0.75,5000,,,,,,,Rural,false,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,48
